NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,PRESOLVING TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,INITIAL LP TIME,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
10teams.mps.gz,20.0,917.0,13,923.9999999999999,924.0,10.5431,0.08373599999999999,924.0,0.0,261,49,0,30,0.087368,1.490006,3.467127,32,1,optimal,DONE
22433.mps.gz,21240.526170798898,21278.0,58,21471.13885990249,21477.0,2.9060319999999997,0.090999,21477.0,0.0,3167,6,0,1,0.070016,0.22903099999999998,2.906003,32,1,optimal,DONE
23588.mps.gz,7649.866133822501,7660.0,34,7765.0,8090.0,5.068528,0.04958,8090.0,0.0,4400,145,0,576,0.045471,0.17346399999999998,2.121954,32,1,optimal,DONE
30_70_45_05_100.mps.gz,-5336.0,8.5,13,9.0,9.0,305.169922,5.423166,9.0,0.0,12402,101,0,46,5.477684,22.06962,160.390231,32,1,optimal,DONE
30_70_45_095_100.mps.gz,-6132.0,3.0,12,3.0,3.0,819.28474,5.405451,3.0,0.0,13215,324,0,201,5.4563749999999995,23.025433,185.562075,32,1,optimal,DONE
30_70_45_095_98.mps.gz,-5967.0,11.5,11,12.0,12.0,73.270904,5.2822890000000005,12.0,0.0,13035,153,0,1,5.330471,18.375729,73.270761,32,1,optimal,DONE
30n20b8.mps.gz,107.09839101758216,121.76599018734493,90,151.38060569174547,302.0,179.806002,24.358953,302.0,0.0,16344,1105,0,1617,24.202585,26.151036,156.439448,32,1,optimal,DONE
CMS750_4.mps.gz,250.0,250.0,22,250.0,260.0,18000.257615,4.983814,260.0,0.04,155394,1740,0,1,4.682262,5.571438,18000.257384,32,1,timelimit,DONE
Test3.mps.gz,2241736.0000091013,2671192.2167286817,32,2673520.2113535767,2673520.2113535767,8.172219,2.479161,2673520.2113535767,0.0,4993,9,0,1,2.845927,4.771423,8.171369,32,1,optimal,DONE
ab51-40-100.mps.gz,-3998177155848.0,0,0,-3998177155848.0,-10420305975.0,808.684581,8.159651,-10420305975.0,0.0,10723,92,0,1316,8.228177,0,0,32,1,optimal,DONE
ab67-40-100.mps.gz,-4706401663115.0,-4706401663115.0,1,-4706401663115.0,-11186253442.0,313.978909,8.164508,-11186253442.0,0.0,10294,4,0,73,8.232996,19.257622,19.257622,32,1,optimal,DONE
ab69-40-100.mps.gz,-4636145206664.0,0,0,-4636145206664.0,-11186281442.0,398.494323,7.345212,-11186281442.0,0.0,10119,1,0,89,7.395289,0,0,32,1,optimal,DONE
ab71-20-100.mps.gz,-2595744808603.0,-10885807586.685564,2,-2595744808603.0,-10420305975.0,199.895148,2.916613,-10420305975.0,0.0,5868,79,0,699,2.9328,6.262059,9.129634,32,1,optimal,DONE
ab72-40-100.mps.gz,-4570070608537.0,0,0,-4570070608537.0,-11186620442.0,670.539643,7.725401,-11186620442.0,0.0,9879,0,0,152,7.778151,0,0,32,1,optimal,DONE
acc-tight2.mps.gz,0,0.0,11,0,0.0,19.533899,0.116462,0.0,0.0,2713,126,0,7,0.12387999999999999,5.385821,17.766348,32,1,optimal,DONE
acc-tight4.mps.gz,0,0.0,11,0,0.0,229.577517,0.9259139999999999,0.0,0.0,3803,217,0,1087,0.9333319999999999,11.645072,32.072036,32,1,optimal,DONE
acc-tight5.mps.gz,0,0.0,22,0,0.0,286.19433,1.876066,0.0,0.0,12369,670,0,733,1.7403499999999998,5.189606,188.930014,32,1,optimal,DONE
aflow30a.mps.gz,-32161.0,1006.2110928412112,60,1103.8298423870674,1158.0,32.11973,0.08591,1158.0,0.0,44341,3041,0,1923,0.07901699999999999,0.134353,11.606046,32,1,optimal,DONE
aflow40b.mps.gz,-66091.0,1007.5518896388348,68,1104.8952792858,1168.0,950.713557,0.382223,1168.0,0.0,510004,23397,0,34552,0.278035,0.47476399999999996,401.667078,32,1,optimal,DONE
air03.mps.gz,-513715782.0,338889.25,19,340033.75,340160.0,2.982318,0.8225359999999999,340160.0,0.0,124,33,0,1,0.851479,1.686153,2.982256,32,1,optimal,DONE
air04.mps.gz,-83210.0,55558.52412719808,24,55749.079647408835,56137.0,73.920405,7.68101,56137.0,0.0,764,103,0,134,7.721709,13.692954,27.580791,32,1,optimal,DONE
air05.mps.gz,-40465.0,25910.38419520768,4,25966.549980305383,26374.0,56.374523,0.508992,26374.0,0.0,466,57,0,523,0.529365,2.822458,9.039045,32,1,optimal,DONE
aligninq.mps.gz,2654.736802205333,2659.7265675585027,21,2678.210564395061,2713.0,44.894577,0.126903,2713.0,0.0,6407,438,0,979,0.093469,0.45237499999999997,28.561087,32,1,optimal,DONE
app1-1.mps.gz,-23.0,-21.62335335868207,113,-3.0,-3.0,8.125862,0.49210699999999996,-3.0,0.0,6524,84,0,12,0.477473,0.57844,8.102535,32,1,optimal,DONE
app1-2.mps.gz,-266.0,-262.3455439392425,186,-54.0,-41.0,1692.898043,10.881212,-41.0,0.0,220430,16922,0,40804,10.371554,21.738935,400.329126,32,1,optimal,DONE
app2-1.mps.gz,19294.25,0,0,19294.25,19294.25,0.421506,0.19023299999999999,19294.25,0.0,997,0,0,1,0.19697499999999998,0,0,32,1,optimal,DONE
app2-2.mps.gz,212040.35714285713,212040.35714285713,59,212040.35714285713,212040.5,1.59307,0.090849,212040.5,0.0,1110,0,0,1,0.053429,0.08423699999999999,0.585476,32,1,optimal,DONE
app3.mps.gz,-31829377681.21209,5627880.206645966,78,5743108.628356934,5751714.328903198,5.575653,0.076795,5751714.328903198,0.0,14602,256,0,3,0.072532,0.135538,5.536816,32,1,optimal,DONE
arki001.mps.gz,1273480.9000000001,7579621.852068745,28,7580142.415401723,7580813.065371048,18000.545467,0.126819,7580813.065371048,1.0302608450712222e-05,102919126,792219,0,2267605,0.119033,0.34712699999999996,68.860097,32,1,timelimit,DONE
atlanta-ip.mps.gz,3.00157865668,81.25524491414605,41,81.7538147737422,91.00968519061,18000.003192,2.5290150000000002,91.00968519061,0.024331690159453242,211669,9703,0,50985,2.326699,37.227656,1554.063082,32,1,timelimit,DONE
australia-abs-cta.mps.gz,104.0290678921603,44.99468627530809,31,105.77309319632383,106.90466814284001,359.675556,0.821197,106.90466814284001,0.0,27657,3185,0,1849,0.65143,1.8322379999999998,198.540104,32,1,optimal,DONE
bab5.mps.gz,-1775422.122400002,-114930.53533333333,48,-107477.29309999998,-106411.8401,18000.001365,6.590419,-106411.8401,0.0014231686986870364,928926,100335,0,203959,6.323556,18.561929,507.861667,32,1,timelimit,DONE
bc.mps.gz,4.289050631437719,4.5472317618938405,103,5.185645626298372,7.0,598.236581,5.162337,7.0,0.0,47279,1909,0,2375,5.211011,8.120625,202.772398,32,1,optimal,DONE
bc1.mps.gz,2.1887763488011416,2.192710148043759,97,2.6957328917021495,3.338362547646319,154.837151,3.366141,3.338362547646319,0.0,14922,589,0,1691,3.28891,5.263991,52.166022,32,1,optimal,DONE
beasleyC1.mps.gz,25.0,61.0,140,83.86398438402362,85.0,6.229983,0.045635999999999996,85.0,0.0,5379,579,0,1,0.051541,0.081191,6.229916,32,1,optimal,DONE
beavma.mps.gz,128906.80000000002,333724.0712815307,78,338419.6999999999,383284.99999999994,1.601699,0.048036999999999996,383284.99999999994,0.0,1886,0,0,1,0.034885,0.057741999999999995,1.586593,32,1,optimal,DONE
biella1.mps.gz,3060037.430763108,3060287.28307585,61,3063511.1293882434,3065005.779999996,1147.947512,2.6904969999999997,3065005.779999997,0.0,8231,139,0,199,1.534968,7.502502,1078.353362,32,1,optimal,DONE
bienst1.mps.gz,11.724137931034484,18.65670992982674,36,37.50394143304985,46.75,212.479941,0.019691,46.75,0.0,154034,5857,0,17052,0.021417,0.062621,6.034608,32,1,optimal,DONE
bienst2.mps.gz,11.724137931034482,18.65670992982674,51,37.336444135607046,54.6,798.180818,0.022681999999999997,54.6,0.0,1152094,35732,0,80837,0.019788,0.06311599999999999,64.967379,32,1,optimal,DONE
binkar10_1.mps.gz,-16000599.24000705,6644.706029481107,49,6714.6758837913485,6742.200023999493,60.755953,0.068636,6742.200023999493,0.0,52599,5225,0,2269,0.062503,0.11731599999999999,3.310153,32,1,optimal,DONE
blend2.mps.gz,7.043999070402349,7.04399907040235,6,7.047626604978829,7.598985000000001,3.141907,0.046804,7.598985000000001,0.0,1671,389,0,854,0.044663999999999995,0.080301,1.343534,32,1,optimal,DONE
bley_xl1.mps.gz,80.0,184.4391691056099,26,189.9182994627406,190.0,26.900861,10.433253,190.0,0.0,9115,262,0,8,10.735649,12.509881,21.90388,32,1,optimal,DONE
blp-ir98.mps.gz,96.16916160000001,2277.8121230358547,49,2308.8303511943677,2342.3154879999997,167.675425,1.321267,2342.3154879999997,0.0,4230,462,0,2945,0.544272,30.183613,61.775423,32,1,optimal,DONE
bmocbd.mps.gz,-32041010095048.54,0,0,-32041010095048.54,-32041010095048.54,73.537552,10.768011999999999,-32041010095048.54,0.0,0,0,0,1,0,0,0,32,1,optimal,DONE SOLVED THROUGH LP RELAXATION
bmocbd2.mps.gz,-31953009810551.355,0,0,-31953009810551.355,-31953009810551.355,42.781288,9.487997,-31953009810551.355,0.0,0,0,0,1,0,0,0,32,1,optimal,DONE SOLVED THROUGH LP RELAXATION
bnatt400.mps.gz,0,0.0,22,0,1.0,295.045011,0.919524,1.0,0.0,87231,27074,0,4071,0.805835,2.943642,118.849075,32,1,optimal,DONE
bppc4-08.mps.gz,51.589999999999996,52.0,24,52.0,53.0,18000.000252,0.541728,53.0,0.019230769230769232,3666900,263013,0,998236,0.292765,0.643428,22.634527,32,1,timelimit,DONE
bppc8-02.mps.gz,36.0,487.0,26,487.0,507.0,0.858161,0.040195,507.0,0.0,1894,53,0,125,0.034492999999999996,0.07127499999999999,0.441943,32,1,optimal,DONE
brazil3.mps.gz,1.9999999999999858,3.8333333333333286,25,24.0,37.000000000000014,18000.003014,2.470154,37.000000000000014,0.5416666666666654,15778,3052,0,3969,2.362585,34.022224,8552.652266,32,1,timelimit,DONE
breastcancer-regularized.mps.gz,0.10438504146670737,1.2236296151418689,39,9.011327381407414,35.767842105263156,3612.029281,0.149993,35.767842105263156,0.0,4027717,191251,0,1184081,0.124764,0.21498599999999998,24.662032,32,1,optimal,DONE
cap6000.mps.gz,-10950240.0,-2451535.8057408705,33,-2451438.276292859,-2451377.0,5.170853,0.380335,-2451377.0,0.0,5150,572,0,2009,0.26364,0.6243449999999999,2.5366489999999997,32,1,optimal,DONE
cbs-cta.mps.gz,0,0.0,15,0,0.0,41.788617,0.40556,0.0,0.0,13205,1813,0,1,0.460175,4.380852,41.788437,32,1,optimal,DONE
chromaticindex128-5.mps.gz,3.0,3.0,11,2.9999999999999996,4.0,86.005041,0.322946,4.0,0.0,15755,450,0,1316,0.35375799999999996,8.705631,23.018676,32,1,optimal,DONE
chromaticindex256-8.mps.gz,3.0,3.0,11,3.0,4.0,287.745098,0.745532,4.0,0.0,27211,2648,0,863,0.8057489999999999,30.929577,59.264591,32,1,optimal,DONE
chromaticindex32-8.mps.gz,3.0,0,0,3.0,4.0,1.284771,0.07765899999999999,4.0,0.0,2111,0,0,1,0.084934,0,0,32,1,optimal,DONE
chromaticindex512-7.mps.gz,3.0,3.0,11,3.0,4.0,7595.812344,2.340656,4.0,0.0,200834,20296,0,36950,2.502948,299.648467,629.36821,32,1,optimal,DONE
ci-s4.mps.gz,-82.59640741576601,47.75323019655569,51,1521.9303483374588,3336.239848457267,201.222165,0.6063339999999999,3336.239848457267,0.0,391412,20393,0,81683,0.603058,0.77627,31.594303,32,1,optimal,DONE
cmflsp50-24-8-8.mps.gz,2240280.5300000003,54656461.35527221,8,54737889.129534304,55798317.616699986,18000.001188,2.516474,55798317.616699986,0.0033871181594074327,61350,1642,0,132632,2.415337,10.89625,928.649631,32,1,timelimit,DONE
co-100.mps.gz,8260.0,1340576.9441059488,390,1992155.501285204,2639942.06,8488.890679,18.496229,2639942.06,0.0,105017,5305,0,6091,16.116562,46.559514,4721.492635,32,1,optimal,DONE
cod105.mps.gz,-480.0,-14.976773879641916,163,-13.784316051598404,-12.0,93.4822,2.56952,-12.0,0.0,2815,804,0,3,2.579971,5.105562,78.045176,32,1,optimal,DONE
comp08-2idx.mps.gz,30.585101231898744,0.0,48,31.475415070242658,37.0,1234.672945,4.381061,37.0,0.0,66108,7205,0,4218,4.309799,7.514956,587.006957,32,1,optimal,DONE
core2536-691.mps.gz,8.0,688.4760340423485,15,688.6085437438093,689.0,372.983996,1.154884,689.0,0.0,2517,279,0,893,1.211026,19.024517,61.430006,32,1,optimal,DONE
csched007.mps.gz,-3648.0,274.18999999999915,28,303.61114058597605,351.0000000000009,2476.344957,0.39047,351.0000000000009,0.0,1290134,130832,0,123917,0.09385399999999999,0.475877,58.653931,32,1,optimal,DONE
csched008.mps.gz,171.0,171.0,24,171.0,173.0,1000.209726,0.288469,173.0,0.0,314428,73100,0,56979,0.11202799999999999,0.7406469999999999,57.33125,32,1,optimal,DONE
csched010.mps.gz,-3237.0,337.5798099156091,33,361.3727771197555,408.0,2998.087923,0.301208,408.0,0.0,1079381,115265,0,98303,0.18090099999999998,0.541079,82.286455,32,1,optimal,DONE
cvs16r70-62.mps.gz,-798.0,-56.03137460381464,20,-54.52951815916871,-42.0,16041.257027,0.600451,-42.0,0.0,315568,39065,0,459553,0.498382,1.767134,10.002423,32,1,optimal,DONE
dano3_3.mps.gz,288.5,576.2473826729314,3,576.2523320640265,576.3446330306436,130.774737,0.981131,576.3446330306436,0.0,3178,9,0,16,1.021898,57.520624,85.333871,32,1,optimal,DONE
dano3_5.mps.gz,288.5,576.2395243633358,13,576.361196399868,576.9249159565587,525.646441,0.99361,576.9249159565587,0.0,4240,143,0,229,1.038229,79.099552,134.291932,32,1,optimal,DONE
danoint.mps.gz,40.5,62.64145623829797,29,62.78927975275411,65.66666666666666,6864.350633,0.036137999999999997,65.66666666666666,0.0,138779956,106708,0,1239048,0.034325999999999995,0.49115499999999995,30.868228,32,1,optimal,DONE
dcmulti.mps.gz,-1217.0000000000005,184933.30627918465,29,187298.54618520112,188181.99999999997,2.522874,0.027052999999999997,188181.99999999997,0.0,1066,242,0,90,0.028741,0.060122999999999996,1.693074,32,1,optimal,DONE
decomp1.mps.gz,-120.0,-120.0,8,-120.0,-120.0,5.220122,1.136692,-120.0,0.0,8642,1638,0,1,1.163545,2.749222,5.220021,32,1,optimal,DONE
decomp2.mps.gz,-160.0,-160.0,13,-160.0,-160.0,109.723765,1.923051,-160.0,0.0,13849,3496,0,6,1.960328,3.5727,71.663419,32,1,optimal,DONE
disctom.mps.gz,-5000.0,0,0,-5000.0,-5000.0,8.565528,0.301073,-5000.0,0.0,394,0,0,1,0.317897,0,0,32,1,optimal,DONE
drayage-100-12.mps.gz,91134.07608032227,91134.07608032218,143,94116.73782729059,94941.58910751341,43.213306,7.894521,94941.58910751341,0.0,7540,816,0,1373,7.807381,8.366671,31.752335,32,1,optimal,DONE
drayage-100-23.mps.gz,103333.87407302856,103333.87407302856,11,103333.87407302856,103333.87407302856,9.607954,7.468196,103333.87407302856,0.0,1432,417,0,1,7.490648,7.997439,9.607785,32,1,optimal,DONE
drayage-25-23.mps.gz,99718.79053115842,99718.79053115842,52,101211.10079025986,101282.64701843262,19.101021,8.454777,101282.64701843262,0.0,3765,186,0,266,8.40693,9.186431,16.926333,32,1,optimal,DONE
drayage-25-27.mps.gz,95288.77935278724,95337.2186090607,148,101280.59151649517,102183.50532531737,67.107284,8.66128,102183.50532531737,0.0,15044,2135,0,2023,8.604925,9.172569,39.538076,32,1,optimal,DONE
drayage-25-32.mps.gz,88256.30653381345,88256.30653381273,58,88919.74209944399,91395.84915161128,350.381153,7.765595,91395.84915161128,0.0,55271,8614,0,11988,7.7907589999999995,8.418283,18.661712,32,1,optimal,DONE
dsbmip.mps.gz,-132008.45875044586,-305.1981750094818,35,-305.19817500948216,-305.19817500948,1.92197,0.129599,-305.19817500948,0.0,1665,57,0,12,0.12625999999999998,0.414298,1.6508289999999999,32,1,optimal,DONE
eil33-2.mps.gz,-5984556.395949088,812.8383533035949,49,821.1026633946403,934.0079159999996,171.221245,1.327956,934.0079159999996,0.0,511,68,0,777,0.562313,1.353565,17.622708,32,1,optimal,DONE
eilA101-2.mps.gz,-36611038.04935484,804.0247603939642,29,806.1984436639223,880.9201079999993,18000.015508,47.202708,880.9201079999993,0.07249105100206897,465,51,0,13204,22.390129,114.019924,8116.698652,32,1,timelimit,DONE
eilC76-2.mps.gz,-12133722.198931783,726.6887075000664,140,741.5466614849515,762.5147819999988,2825.826859,21.959762,762.5147819999988,0.0,4701,289,0,7851,6.2100159999999995,21.880049,2157.754837,32,1,optimal,DONE
ej.mps.gz,1.0,2.0,14,26.0,25507.999999999996,454.139365,0.008306,25507.999999999996,0.0,84,32,0,123786,0.00893,0.19531099999999998,0.20532599999999998,32,1,optimal,DONE
enlight8.mps.gz,0,0,0,0,27.0,0.011151999999999999,0.008879999999999999,27.0,0.0,64,0,0,1,0.009847999999999999,0,0,32,1,optimal,DONE
enlight_hard.mps.gz,0,0,0,0,37.0,0.01656,0.013663999999999999,37.0,0.0,100,0,0,1,0.014719999999999999,0,0,32,1,optimal,DONE
f2gap201600.mps.gz,-770.0,76430.43983114016,14,76451.40118929363,76453.0,0.660701,0.038091,76453.0,0.0,976,229,0,1,0.041696,0.08792699999999999,0.660616,32,1,optimal,DONE
f2gap401600.mps.gz,-503.0,82275.02923664087,9,82305.17850751597,82307.0,0.58027,0.034395999999999996,82307.0,0.0,1157,252,0,1,0.038045999999999996,0.08520699999999999,0.580217,32,1,optimal,DONE
f2gap40400.mps.gz,-84.0,20665.085006049274,5,20753.041329419786,20772.0,0.09932099999999999,0.01141,20772.0,0.0,545,107,0,1,0.012712999999999999,0.028270999999999998,0.09926499999999999,32,1,optimal,DONE
f2gap801600.mps.gz,-311.0,86576.00913592617,8,86677.18618713462,86678.99997225266,1.189505,0.033805,86679.0,0.0,1603,418,0,1,0.037369,0.112382,1.189448,32,1,optimal,DONE
fast0507.mps.gz,16.0,172.21798513886708,2,172.22126474059093,174.0,330.698778,2.917993,174.0,0.0,784,44,0,708,3.117615,9.285481,25.979732,32,1,optimal,DONE
fastxgemm-n2r6s0t2.mps.gz,26.999999999999975,27.000000000000004,22,26.999999999999996,230.0,939.411172,0.314416,230.0,0.0,228393,18952,0,127278,0.296197,0.524392,47.411556,32,1,optimal,DONE
fastxgemm-n2r7s4t1.mps.gz,27.0,26.999999999999996,14,26.999999999999996,42.0,1489.41032,0.32969299999999996,42.0,0.0,355548,48083,0,187498,0.320966,0.5611039999999999,37.225217,32,1,optimal,DONE
fhnw-binpack4-48.mps.gz,0,0.0,11,0,0.0,83.841674,0.435276,0.0,0.0,22016,5310,0,24649,0.44684199999999996,1.18304,3.864686,32,1,optimal,DONE
fiball.mps.gz,5.0,138.0,25,138.0,138.0,1124.902319,7.154254,138.0,0.0,22792,1316,0,3495,7.043801,11.804079,1026.348527,32,1,optimal,DONE
fiber.mps.gz,58462.8,287395.183426704,85,405933.3273722474,405935.17999999993,1.845446,0.0615,405935.17999999993,0.0,6402,30,0,1,0.028086,0.064224,1.845402,32,1,optimal,DONE
fjspeasy01i.mps.gz,216.0,217.0,71,240.0,253.0,349.129583,300.425607,253.0,0.0,464807,1695,0,31,300.072329,307.841518,341.682524,32,1,optimal,DONE
flugpl.mps.gz,1018500.0,0,0,1167875.1663773148,1201500.0,0.026357,0.0047279999999999996,1201500.0,0.0,13,0,0,1,0.00519,0,0,32,1,optimal,DONE
gasprod1-2.mps.gz,-123584.2728712976,-2060.624016101996,58,721.7873897340614,983.040619922831,71.536346,2.501493,983.040619922831,0.0,54748,5561,0,612,2.489104,4.957566,17.300332,32,1,optimal,DONE
gasprod1-3.mps.gz,-122678.76199836184,-246.44372170214774,37,2267.595714266601,2310.108984719074,62.120021,2.684343,2310.108984719074,0.0,24616,3586,0,378,2.7592879999999997,6.675259,16.177305,32,1,optimal,DONE
gasprod2-1.mps.gz,508232.48325932526,1508215.5878505346,3,1508303.394537187,1628548.3099065754,3694.989026,3.796663,1628548.3099065754,0.0,113142,8833,0,3032,3.99793,40.365317,112.421974,32,1,optimal,DONE
gasprod2-2.mps.gz,298722.3288687249,1330553.9175318717,30,1368322.8358361903,1375631.6634233277,1001.179267,16.044764,1375631.6634233277,0.0,36455,3138,0,1250,16.21858,111.121399,300.612887,32,1,optimal,DONE
gen-ip002.mps.gz,-4840.541961300889,-4839.79412821554,14,-4837.370894641831,-4783.733391599999,1714.723908,0.011729999999999999,-4783.733391599999,0.0,72264,75,0,5859548,0.009080999999999999,0.021315,0.1283,32,1,optimal,DONE
gen-ip021.mps.gz,2327.8425844887574,2328.0600616634742,23,2329.2831390553547,2361.4541951916,549.646516,0.014176,2361.4541951916,0.0,19822,60,0,2101666,0.011894,0.020082,1.781025,32,1,optimal,DONE
gen-ip036.mps.gz,-52491.20486913999,-4631.760259111426,32,-4630.739836886037,-4606.6796098376,736.087632,0.012211999999999999,-4606.6796098376,0.0,833,19,0,2144143,0.009608,0.022631,2.394741,32,1,optimal,DONE
gen-ip054.mps.gz,6765.209042593413,6766.249839710655,5,6767.637131189353,6840.9656417920005,1478.532918,0.010499999999999999,6840.9656417920005,0.0,226736,179,0,5682228,0.008848,0.015201999999999999,1.424633,32,1,optimal,DONE
gen.mps.gz,68621.12467699999,112301.21996055162,5,112313.36271799999,112313.36271799999,0.05821,0.034512999999999995,112313.36271799999,0.0,310,14,0,1,0.037085,0.047806999999999995,0.057911,32,1,optimal,DONE
gfd-schedulen55f2d50m30k3i.mps.gz,3.0,3.1436294765840245,30,4.0,6.0,16941.976349,2.572091,6.0,0.0,289890,30904,0,5998,2.698015,91.258485,11534.949016,32,1,optimal,DONE
glass-sc.mps.gz,14.080295856534113,14.113717368485341,13,14.192618036180262,23.0,4490.678983,0.336818,23.0,0.0,422881,4715,0,262210,0.234806,0.572099,25.680963,32,1,optimal,DONE
glass4.mps.gz,800002400.0,800002400.0,35,800004728.7412418,1200012599.9997327,913.6646,0.039230999999999995,1200012599.9997327,0.0,2714115,249970,0,652204,0.031894,0.07053999999999999,8.890473,32,1,optimal,DONE
gr4x6.mps.gz,185.55,191.0003401360544,5,202.35000000000002,202.35000000000002,0.018040999999999998,0.010400999999999999,202.35000000000002,0.0,125,15,0,1,0.011023,0.013193999999999999,0.017997,32,1,optimal,DONE
graph20-20-1rand.mps.gz,-13.0,-13.0,12,-13.0,-9.0,16.111711,0.297054,-9.0,0.0,3705,345,0,629,0.308218,0.372455,2.064782,32,1,optimal,DONE
graphdraw-domain.mps.gz,-323.0,12672.0,26,12950.014802631578,19685.999999999978,1498.754615,0.04324,19685.999999999978,0.0,4037028,285296,0,2008061,0.035532999999999995,0.075026,7.917972,32,1,optimal,DONE
